Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,1626.57,безналичный,Минск,МаксБанк-MVDY-006,28-08-2009,00:19:54,успешно,нет,0.0
физ. лицо,получение средств,495.78,безналичный,Могилев,МаксБанк-EAGG-499,19-02-2002,08:06:51,успешно,нет,0.0
физ. лицо,списание средств,2581.21,безналичный,Витебск,МаксБанк-FQIQ-833,30-03-2013,06:43:47,недостаточно средств,нет,0.0
юр. лицо,получение средств,2961.47,наличный,Гомель,МаксБанк-NVAV-791,18-06-2014,18:06:08,успешно,нет,0.0
физ. лицо,получение средств,348.87,наличный,Гродно,МаксБанк-GKDT-473,19-03-2019,20:22:08,успешно,нет,0.0
юр. лицо,получение средств,3089.27,наличный,Могилев,МаксБанк-EYQH-764,05-08-2002,00:39:51,успешно,нет,0.0
юр. лицо,получение средств,4665.44,безналичный,Гродно,МаксБанк-GXLX-262,26-04-2012,21:41:27,успешно,нет,0.0
физ. лицо,списание средств,3250.03,безналичный,Брест,МаксБанк-LYYZ-662,07-05-2011,09:15:06,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,937.7,наличный,Гомель,МаксБанк-NCZR-721,07-04-2019,00:51:49,успешно,да,79.58
юр. лицо,получение средств,1051.18,наличный,Брест,МаксБанк-UPQY-345,22-11-2010,15:00:17,успешно,нет,0.0
юр. лицо,получение средств,1199.38,наличный,Минск,МаксБанк-BNSD-084,07-11-2018,01:49:06,успешно,нет,0.0
физ. лицо,списание средств,4813.2,наличный,Минск,МаксБанк-VNMB-584,26-09-2010,12:35:14,успешно,да,189.47
юр. лицо,получение средств,3332.23,наличный,Гомель,МаксБанк-HVBE-019,05-01-2017,06:04:48,успешно,нет,0.0
юр. лицо,списание средств,669.53,наличный,Могилев,МаксБанк-YOYX-719,06-01-2008,14:38:54,неправильный ввод пин-кода,да,14.73
физ. лицо,списание средств,4410.96,наличный,Брест,МаксБанк-FNEJ-546,22-08-2008,20:06:23,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,38.11,наличный,Минск,МаксБанк-YTJB-114,29-10-2018,03:32:30,успешно,нет,0.0
физ. лицо,получение средств,4850.12,безналичный,Гродно,МаксБанк-IDKG-873,26-10-2003,03:11:06,успешно,нет,0.0
физ. лицо,списание средств,102.27,наличный,Витебск,МаксБанк-BTQF-820,14-09-2012,02:16:50,неправильный ввод пин-кода,да,2.4
юр. лицо,получение средств,3498.69,наличный,Витебск,МаксБанк-VUKD-305,02-09-2020,07:33:00,успешно,нет,0.0
юр. лицо,получение средств,781.07,наличный,Могилев,МаксБанк-IHWG-451,20-12-2009,17:00:45,успешно,нет,0.0
физ. лицо,списание средств,4316.55,наличный,Могилев,МаксБанк-PTCH-922,28-02-2016,18:07:50,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4620.25,наличный,Минск,МаксБанк-OYQK-379,05-10-2001,19:38:56,успешно,нет,0.0
физ. лицо,списание средств,2141.57,безналичный,Витебск,МаксБанк-LOCA-882,13-09-2013,02:05:39,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,711.04,безналичный,Могилев,МаксБанк-MDTI-741,02-03-2010,19:08:39,недостаточно средств,нет,0.0
физ. лицо,получение средств,202.05,безналичный,Гродно,МаксБанк-YUUJ-016,30-03-2004,06:39:19,успешно,нет,0.0
юр. лицо,получение средств,3679.8,наличный,Могилев,МаксБанк-HPWM-776,17-08-2002,03:10:19,успешно,нет,0.0
физ. лицо,получение средств,2683.46,наличный,Гомель,МаксБанк-NXAY-592,08-06-2001,05:38:42,успешно,нет,0.0
юр. лицо,получение средств,1127.15,наличный,Витебск,МаксБанк-FPFL-360,28-02-2022,13:24:20,успешно,нет,0.0
физ. лицо,списание средств,2536.36,безналичный,Минск,МаксБанк-SAKU-979,12-04-2019,09:26:50,недостаточно средств,нет,0.0
юр. лицо,получение средств,865.31,безналичный,Брест,МаксБанк-SLML-235,14-11-2003,00:38:17,успешно,нет,0.0
юр. лицо,получение средств,1286.53,безналичный,Брест,МаксБанк-OTJB-567,23-08-2015,01:29:49,успешно,нет,0.0
юр. лицо,списание средств,2714.74,безналичный,Витебск,МаксБанк-ZAVM-861,27-07-2024,01:47:47,неправильный ввод пин-кода,да,105.44
юр. лицо,получение средств,1717.23,безналичный,Витебск,МаксБанк-CTQM-566,29-07-2014,05:35:17,успешно,нет,0.0
юр. лицо,списание средств,4237.77,наличный,Могилев,МаксБанк-GYTF-151,27-09-2001,15:49:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,2070.72,наличный,Гродно,МаксБанк-CJNN-856,05-08-2010,03:21:19,неправильный ввод пин-кода,да,178.63
юр. лицо,получение средств,3529.59,наличный,Брест,МаксБанк-IRNA-157,29-06-2000,13:00:04,успешно,нет,0.0
юр. лицо,списание средств,3730.19,безналичный,Витебск,МаксБанк-NQIN-361,31-10-2006,00:47:55,успешно,нет,0.0
физ. лицо,получение средств,1956.56,безналичный,Брест,МаксБанк-ZDDO-962,04-12-2002,07:38:49,успешно,нет,0.0
физ. лицо,получение средств,1265.84,наличный,Гродно,МаксБанк-QQET-616,08-06-2003,10:38:55,успешно,нет,0.0
физ. лицо,списание средств,236.13,наличный,Минск,МаксБанк-VPLO-190,26-08-2012,09:37:07,недостаточно средств,нет,0.0
физ. лицо,получение средств,2136.18,безналичный,Гродно,МаксБанк-HITT-289,28-12-2018,00:08:07,успешно,нет,0.0
физ. лицо,получение средств,2472.34,наличный,Брест,МаксБанк-VJZS-694,03-02-2022,20:46:54,успешно,нет,0.0
физ. лицо,получение средств,4551.62,безналичный,Брест,МаксБанк-HADP-582,05-06-2009,23:35:18,успешно,нет,0.0
физ. лицо,получение средств,2839.88,безналичный,Минск,МаксБанк-VALC-310,02-12-2011,21:04:35,успешно,нет,0.0
физ. лицо,получение средств,2385.0,безналичный,Витебск,МаксБанк-WEHP-024,10-11-2010,04:39:46,успешно,нет,0.0
юр. лицо,получение средств,3026.3,наличный,Гродно,МаксБанк-UOGQ-597,17-07-2001,06:02:24,успешно,нет,0.0
физ. лицо,получение средств,597.1,наличный,Минск,МаксБанк-TXHW-331,27-09-2002,02:52:57,успешно,нет,0.0
физ. лицо,списание средств,854.0,безналичный,Гомель,МаксБанк-FBWH-729,18-10-2016,11:10:28,успешно,нет,0.0
юр. лицо,списание средств,4133.82,наличный,Гродно,МаксБанк-NMUR-090,10-02-2017,06:19:41,неправильный ввод пин-кода,да,377.54
физ. лицо,списание средств,3565.09,наличный,Брест,МаксБанк-IMCZ-250,10-05-2023,16:51:52,успешно,нет,0.0
юр. лицо,списание средств,911.28,безналичный,Минск,МаксБанк-FYFD-970,16-07-2017,13:10:46,недостаточно средств,да,10.54
юр. лицо,получение средств,3476.69,наличный,Минск,МаксБанк-GSUA-707,22-04-2012,04:51:45,успешно,нет,0.0
юр. лицо,списание средств,3723.44,безналичный,Гомель,МаксБанк-BAOB-562,05-01-2016,15:23:17,недостаточно средств,да,180.25
физ. лицо,списание средств,3777.32,наличный,Брест,МаксБанк-SYDN-182,14-12-2002,02:22:35,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4812.58,безналичный,Минск,МаксБанк-HTZA-329,07-09-2021,10:33:05,успешно,нет,0.0
юр. лицо,получение средств,3656.95,наличный,Могилев,МаксБанк-TRNX-151,16-06-2002,15:30:23,успешно,нет,0.0
юр. лицо,получение средств,2086.27,наличный,Минск,МаксБанк-KYKQ-659,20-04-2002,18:25:27,успешно,нет,0.0
юр. лицо,получение средств,1311.91,безналичный,Брест,МаксБанк-FYLQ-889,13-07-2001,23:12:30,успешно,нет,0.0
физ. лицо,получение средств,2047.27,наличный,Минск,МаксБанк-VBKV-529,27-05-2001,13:48:03,успешно,нет,0.0
юр. лицо,списание средств,3556.15,безналичный,Могилев,МаксБанк-LHTO-007,12-11-2000,05:06:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3684.05,наличный,Витебск,МаксБанк-CPYT-273,01-07-2016,18:16:23,успешно,нет,0.0
физ. лицо,получение средств,3487.31,наличный,Минск,МаксБанк-KVQH-910,24-04-2024,18:27:10,успешно,нет,0.0
физ. лицо,получение средств,1502.5,наличный,Гродно,МаксБанк-HSMD-306,31-03-2015,08:21:30,успешно,нет,0.0
физ. лицо,списание средств,3039.9,безналичный,Витебск,МаксБанк-NIYZ-336,14-04-2019,00:07:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1956.68,наличный,Могилев,МаксБанк-XJBD-670,31-01-2009,07:38:20,успешно,нет,0.0
физ. лицо,получение средств,824.69,безналичный,Могилев,МаксБанк-UEMT-209,01-08-2019,03:20:47,успешно,нет,0.0
юр. лицо,списание средств,4962.05,наличный,Гродно,МаксБанк-NDHB-742,27-07-2009,19:59:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,722.01,безналичный,Гродно,МаксБанк-AQAD-854,15-02-2016,01:54:42,недостаточно средств,да,50.39
юр. лицо,списание средств,16.78,наличный,Брест,МаксБанк-OCSS-335,18-10-2020,18:48:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2304.64,наличный,Минск,МаксБанк-URIO-494,18-12-2023,14:05:58,недостаточно средств,нет,0.0
юр. лицо,списание средств,634.31,наличный,Брест,МаксБанк-FXOG-417,10-07-2018,00:51:26,неправильный ввод пин-кода,да,26.29
физ. лицо,получение средств,1931.65,безналичный,Брест,МаксБанк-DCMB-439,26-06-2022,18:52:30,успешно,нет,0.0
юр. лицо,списание средств,828.26,безналичный,Гомель,МаксБанк-KOIP-439,24-11-2020,12:42:13,успешно,нет,0.0
юр. лицо,списание средств,4242.86,наличный,Могилев,МаксБанк-GXEP-816,02-02-2020,13:49:56,успешно,да,195.06
физ. лицо,получение средств,1230.2,наличный,Минск,МаксБанк-AQEE-950,25-07-2005,09:56:31,успешно,нет,0.0
юр. лицо,списание средств,1555.91,наличный,Гомель,МаксБанк-EKLG-164,08-10-2008,23:02:03,неправильный ввод пин-кода,да,69.08
физ. лицо,получение средств,4444.65,наличный,Могилев,МаксБанк-CCTC-426,03-11-2004,20:27:53,успешно,нет,0.0
юр. лицо,получение средств,2350.53,наличный,Могилев,МаксБанк-DMJV-716,20-05-2015,01:36:21,успешно,нет,0.0
физ. лицо,получение средств,1011.83,наличный,Минск,МаксБанк-JVDN-616,03-12-2019,00:25:55,успешно,нет,0.0
физ. лицо,списание средств,1724.95,безналичный,Брест,МаксБанк-BGNG-175,08-09-2002,03:46:02,успешно,нет,0.0
юр. лицо,получение средств,202.06,наличный,Витебск,МаксБанк-ZDTB-234,26-02-2012,08:09:40,успешно,нет,0.0
юр. лицо,получение средств,96.45,безналичный,Брест,МаксБанк-QWVA-455,29-08-2009,09:20:43,успешно,нет,0.0
юр. лицо,списание средств,2151.27,безналичный,Витебск,МаксБанк-VZOV-859,18-07-2003,08:45:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2085.41,наличный,Гомель,МаксБанк-IEHC-475,14-07-2023,22:19:00,успешно,нет,0.0
юр. лицо,списание средств,2463.82,наличный,Гродно,МаксБанк-YLFH-880,19-10-2002,01:51:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,1999.93,безналичный,Гомель,МаксБанк-OSRN-939,23-11-2012,22:16:57,успешно,да,101.48
юр. лицо,получение средств,4222.44,безналичный,Могилев,МаксБанк-YNEE-878,14-11-2018,21:10:55,успешно,нет,0.0
юр. лицо,списание средств,2271.19,безналичный,Могилев,МаксБанк-VJNH-258,23-10-2018,23:21:15,недостаточно средств,нет,0.0
юр. лицо,списание средств,3591.61,наличный,Брест,МаксБанк-HKUW-132,14-10-2004,21:24:45,успешно,да,243.36
юр. лицо,получение средств,3451.41,безналичный,Витебск,МаксБанк-VIIY-130,31-05-2023,06:21:52,успешно,нет,0.0
юр. лицо,списание средств,1634.36,безналичный,Могилев,МаксБанк-BCOI-525,09-10-2002,07:39:11,успешно,нет,0.0
физ. лицо,списание средств,1847.05,безналичный,Минск,МаксБанк-TZLY-817,17-07-2014,19:28:23,успешно,да,57.95
физ. лицо,получение средств,2658.61,наличный,Минск,МаксБанк-CSDS-652,12-06-2012,20:29:44,успешно,нет,0.0
юр. лицо,списание средств,3806.68,безналичный,Могилев,МаксБанк-LJTE-164,16-12-2001,13:03:06,успешно,нет,0.0
физ. лицо,получение средств,3973.05,безналичный,Минск,МаксБанк-LNPN-896,24-05-2001,03:06:14,успешно,нет,0.0
физ. лицо,получение средств,1802.62,наличный,Минск,МаксБанк-XQAG-051,01-10-2005,03:32:12,успешно,нет,0.0
физ. лицо,получение средств,53.8,безналичный,Минск,МаксБанк-UXQV-013,15-06-2002,06:26:04,успешно,нет,0.0
юр. лицо,списание средств,3806.49,безналичный,Брест,МаксБанк-PBRP-537,15-05-2015,04:38:21,недостаточно средств,нет,0.0
юр. лицо,получение средств,4758.51,безналичный,Могилев,МаксБанк-JQOZ-572,21-02-2007,16:05:15,успешно,нет,0.0
юр. лицо,списание средств,3454.43,наличный,Брест,МаксБанк-TASE-913,02-06-2020,16:52:02,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,675.47,наличный,Брест,МаксБанк-HTEU-482,30-03-2013,18:01:48,успешно,да,42.62
юр. лицо,получение средств,4272.96,наличный,Брест,МаксБанк-PQTP-860,03-02-2015,15:55:04,успешно,нет,0.0
юр. лицо,списание средств,4138.22,наличный,Гродно,МаксБанк-KDSS-356,29-04-2007,09:39:48,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4241.23,наличный,Минск,МаксБанк-BXXE-860,13-07-2015,18:16:25,успешно,нет,0.0
юр. лицо,списание средств,2754.21,наличный,Гомель,МаксБанк-XFJI-487,14-08-2022,07:46:25,успешно,нет,0.0
юр. лицо,получение средств,210.14,наличный,Гомель,МаксБанк-WMEU-895,06-03-2001,15:36:26,успешно,нет,0.0
физ. лицо,списание средств,2187.93,безналичный,Гродно,МаксБанк-SZNK-208,25-11-2010,22:41:56,недостаточно средств,да,130.61
юр. лицо,списание средств,2832.52,наличный,Гомель,МаксБанк-TKPV-174,14-12-2013,11:36:43,неправильный ввод пин-кода,да,61.17
юр. лицо,списание средств,162.43,безналичный,Брест,МаксБанк-ZSEV-052,24-12-2005,23:33:46,неправильный ввод пин-кода,да,3.78
юр. лицо,получение средств,4524.15,безналичный,Гродно,МаксБанк-VGJP-712,24-06-2002,22:04:34,успешно,нет,0.0
физ. лицо,получение средств,1789.54,наличный,Гомель,МаксБанк-RDMV-204,15-04-2001,01:06:20,успешно,нет,0.0
физ. лицо,получение средств,1638.75,безналичный,Гродно,МаксБанк-CLYK-899,04-06-2006,11:05:32,успешно,нет,0.0
юр. лицо,получение средств,4429.87,безналичный,Гродно,МаксБанк-QTPF-156,24-07-2015,09:14:49,успешно,нет,0.0
физ. лицо,получение средств,1443.6,наличный,Брест,МаксБанк-ILIA-626,29-03-2001,15:22:01,успешно,нет,0.0
юр. лицо,списание средств,4024.39,безналичный,Могилев,МаксБанк-XXQI-387,15-01-2019,19:16:28,недостаточно средств,да,367.27
юр. лицо,списание средств,3497.11,наличный,Минск,МаксБанк-BXSL-963,20-01-2020,19:40:21,недостаточно средств,нет,0.0
физ. лицо,списание средств,152.58,безналичный,Витебск,МаксБанк-PCNF-946,14-11-2008,04:43:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1274.46,наличный,Могилев,МаксБанк-QJGL-357,08-09-2021,13:27:37,успешно,нет,0.0
юр. лицо,получение средств,249.46,наличный,Минск,МаксБанк-QSIZ-206,07-12-2016,21:50:17,успешно,нет,0.0
физ. лицо,получение средств,621.06,наличный,Гомель,МаксБанк-TZKQ-186,05-12-2011,06:32:50,успешно,нет,0.0
юр. лицо,получение средств,860.01,наличный,Гомель,МаксБанк-LFNS-224,21-12-2023,09:02:55,успешно,нет,0.0
юр. лицо,списание средств,1511.08,безналичный,Гомель,МаксБанк-HOQU-003,31-08-2001,23:46:18,успешно,да,116.76
физ. лицо,получение средств,1587.33,наличный,Гродно,МаксБанк-JUYM-816,11-04-2022,02:19:37,успешно,нет,0.0
физ. лицо,получение средств,143.03,наличный,Брест,МаксБанк-QPZH-074,07-01-2000,10:52:56,успешно,нет,0.0
юр. лицо,получение средств,3941.46,наличный,Гомель,МаксБанк-AKLX-811,06-08-2005,05:25:37,успешно,нет,0.0
физ. лицо,списание средств,291.72,безналичный,Гродно,МаксБанк-IEQR-389,03-07-2019,07:26:17,неправильный ввод пин-кода,да,22.71
юр. лицо,получение средств,4623.46,безналичный,Витебск,МаксБанк-JXGE-532,13-02-2015,12:25:10,успешно,нет,0.0
юр. лицо,получение средств,2752.65,наличный,Минск,МаксБанк-PRAN-772,31-07-2022,22:48:48,успешно,нет,0.0
физ. лицо,получение средств,2035.85,безналичный,Могилев,МаксБанк-GYPH-065,21-07-2007,09:47:23,успешно,нет,0.0
физ. лицо,получение средств,2262.64,наличный,Гомель,МаксБанк-NSIJ-537,07-07-2006,11:01:44,успешно,нет,0.0
юр. лицо,получение средств,1470.07,безналичный,Могилев,МаксБанк-GAJA-678,08-03-2022,13:31:35,успешно,нет,0.0
юр. лицо,получение средств,1723.95,безналичный,Витебск,МаксБанк-SNYR-492,31-08-2017,21:13:35,успешно,нет,0.0
физ. лицо,списание средств,1632.13,безналичный,Могилев,МаксБанк-WRVY-601,04-08-2012,15:56:38,неправильный ввод пин-кода,да,133.72
физ. лицо,получение средств,410.82,наличный,Могилев,МаксБанк-EQQX-528,21-03-2007,04:31:05,успешно,нет,0.0
юр. лицо,списание средств,2607.09,безналичный,Могилев,МаксБанк-XJEQ-021,17-02-2009,11:23:43,неправильный ввод пин-кода,да,183.72
физ. лицо,получение средств,3841.84,безналичный,Могилев,МаксБанк-NWNJ-793,09-09-2000,18:50:25,успешно,нет,0.0
физ. лицо,получение средств,2658.18,наличный,Гродно,МаксБанк-ABLS-961,30-05-2011,04:47:08,успешно,нет,0.0
физ. лицо,списание средств,916.18,наличный,Могилев,МаксБанк-NGGK-372,02-01-2008,10:59:23,успешно,да,51.81
юр. лицо,получение средств,4643.0,безналичный,Витебск,МаксБанк-YCQT-294,11-01-2000,05:07:16,успешно,нет,0.0
физ. лицо,получение средств,4203.31,наличный,Могилев,МаксБанк-GBEE-586,15-07-2005,13:48:58,успешно,нет,0.0
юр. лицо,получение средств,474.54,наличный,Гродно,МаксБанк-ANTH-838,07-07-2007,23:22:11,успешно,нет,0.0
юр. лицо,получение средств,1002.55,наличный,Брест,МаксБанк-THVI-353,19-06-2007,23:12:25,успешно,нет,0.0
юр. лицо,списание средств,3820.86,безналичный,Минск,МаксБанк-GEKL-842,03-08-2023,22:07:01,успешно,нет,0.0
физ. лицо,получение средств,3914.36,безналичный,Гомель,МаксБанк-TQZE-955,07-07-2012,12:26:30,успешно,нет,0.0
юр. лицо,списание средств,3133.39,безналичный,Гомель,МаксБанк-KBQW-023,21-10-2005,23:36:48,неправильный ввод пин-кода,да,307.33
физ. лицо,списание средств,4563.1,безналичный,Могилев,МаксБанк-NVKI-837,30-04-2011,12:09:56,неправильный ввод пин-кода,да,134.44
юр. лицо,списание средств,2707.69,наличный,Гродно,МаксБанк-SQPY-481,01-04-2014,03:41:46,успешно,да,97.9
юр. лицо,получение средств,2410.2,безналичный,Брест,МаксБанк-DSSY-056,19-01-2012,20:52:52,успешно,нет,0.0
физ. лицо,списание средств,2393.95,наличный,Минск,МаксБанк-YIUP-484,07-04-2010,17:22:22,недостаточно средств,да,56.01
физ. лицо,списание средств,4031.54,наличный,Брест,МаксБанк-OVBJ-935,16-07-2010,03:13:46,недостаточно средств,да,279.63
физ. лицо,получение средств,1423.24,наличный,Витебск,МаксБанк-OHST-355,28-08-2024,21:35:18,успешно,нет,0.0
юр. лицо,получение средств,3002.7,безналичный,Могилев,МаксБанк-CXCD-094,05-04-2014,01:01:44,успешно,нет,0.0
юр. лицо,получение средств,3334.84,безналичный,Гродно,МаксБанк-EJTF-457,18-07-2013,07:46:27,успешно,нет,0.0
юр. лицо,получение средств,1878.44,безналичный,Гомель,МаксБанк-UQYA-917,28-04-2010,02:37:08,успешно,нет,0.0
физ. лицо,списание средств,3175.04,безналичный,Минск,МаксБанк-TFMR-837,14-11-2000,12:04:16,недостаточно средств,да,228.45
физ. лицо,списание средств,881.71,наличный,Минск,МаксБанк-NANN-219,14-04-2022,07:25:46,успешно,нет,0.0
физ. лицо,получение средств,2821.67,безналичный,Гродно,МаксБанк-UDPU-327,01-03-2003,09:33:30,успешно,нет,0.0
физ. лицо,списание средств,2702.12,безналичный,Витебск,МаксБанк-ZLEV-606,12-01-2002,04:08:56,неправильный ввод пин-кода,да,222.85
физ. лицо,списание средств,4375.34,наличный,Витебск,МаксБанк-WXPB-932,21-02-2021,07:31:09,недостаточно средств,да,263.9
физ. лицо,получение средств,2344.31,наличный,Минск,МаксБанк-HQEA-979,19-09-2017,16:47:04,успешно,нет,0.0
физ. лицо,получение средств,1697.4,наличный,Витебск,МаксБанк-OIWU-810,23-09-2003,10:07:16,успешно,нет,0.0
юр. лицо,получение средств,3237.67,безналичный,Гомель,МаксБанк-UFGY-654,18-04-2003,17:38:53,успешно,нет,0.0
юр. лицо,получение средств,3940.96,наличный,Гродно,МаксБанк-VHCF-195,07-11-2003,03:20:03,успешно,нет,0.0
физ. лицо,получение средств,3919.4,безналичный,Гродно,МаксБанк-XRUE-927,04-02-2021,09:11:20,успешно,нет,0.0
юр. лицо,списание средств,3774.52,безналичный,Минск,МаксБанк-MPTL-010,09-02-2008,21:21:01,недостаточно средств,да,329.17
юр. лицо,получение средств,3043.73,безналичный,Витебск,МаксБанк-MMBB-458,09-03-2023,17:42:35,успешно,нет,0.0
физ. лицо,списание средств,1711.09,безналичный,Брест,МаксБанк-GAYT-184,02-04-2009,19:36:34,неправильный ввод пин-кода,да,35.96
юр. лицо,получение средств,3880.13,наличный,Гродно,МаксБанк-EJYI-416,26-04-2017,23:48:46,успешно,нет,0.0
