Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4394.31,наличный,Гродно,Беларусбанк-RWUW-915,14-02-2009,08:46:35,недостаточно средств,нет,0.0
физ. лицо,получение средств,2559.83,безналичный,Минск,Беларусбанк-ABPJ-743,19-03-2005,18:53:43,успешно,нет,0.0
юр. лицо,получение средств,1695.82,наличный,Могилев,Беларусбанк-TBKI-676,19-03-2021,09:48:16,успешно,нет,0.0
физ. лицо,списание средств,1742.36,безналичный,Минск,Беларусбанк-XETL-475,30-04-2011,01:34:15,успешно,да,136.33
физ. лицо,списание средств,4194.07,наличный,Могилев,Беларусбанк-WZXE-743,25-10-2009,03:13:45,недостаточно средств,нет,0.0
физ. лицо,списание средств,3347.06,безналичный,Витебск,Беларусбанк-XMYQ-557,24-06-2017,09:15:51,неправильный ввод пин-кода,да,293.95
физ. лицо,получение средств,4520.96,безналичный,Гродно,Беларусбанк-WDPP-381,07-03-2024,16:14:23,успешно,нет,0.0
физ. лицо,списание средств,4862.35,наличный,Гомель,Беларусбанк-NSRR-524,10-11-2008,21:34:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4859.4,безналичный,Гомель,Беларусбанк-AVNK-515,07-06-2010,03:03:41,успешно,нет,0.0
физ. лицо,получение средств,145.06,наличный,Витебск,Беларусбанк-AHOO-542,05-12-2002,12:14:59,успешно,нет,0.0
юр. лицо,получение средств,2223.39,безналичный,Гомель,Беларусбанк-ACZX-135,19-02-2000,15:41:18,успешно,нет,0.0
юр. лицо,списание средств,477.92,наличный,Минск,Беларусбанк-GTFM-213,19-07-2012,15:27:10,недостаточно средств,да,37.18
физ. лицо,получение средств,3606.57,безналичный,Гомель,Беларусбанк-UNPR-412,14-03-2010,13:11:25,успешно,нет,0.0
юр. лицо,списание средств,3943.66,наличный,Могилев,Беларусбанк-MAPE-384,31-05-2018,05:47:28,недостаточно средств,да,374.83
юр. лицо,списание средств,1148.85,наличный,Гродно,Беларусбанк-LWWC-683,11-08-2005,20:30:44,недостаточно средств,нет,0.0
юр. лицо,списание средств,3103.04,наличный,Витебск,Беларусбанк-STCB-167,10-03-2003,21:14:33,успешно,нет,0.0
физ. лицо,списание средств,3695.87,наличный,Гомель,Беларусбанк-BNDH-382,28-11-2017,10:37:29,недостаточно средств,да,220.69
физ. лицо,списание средств,248.92,безналичный,Брест,Беларусбанк-SVGS-585,22-07-2011,15:30:50,неправильный ввод пин-кода,да,14.97
юр. лицо,получение средств,2388.8,безналичный,Брест,Беларусбанк-CZLU-564,11-10-2023,22:24:32,успешно,нет,0.0
юр. лицо,списание средств,2526.42,наличный,Витебск,Беларусбанк-WERM-472,25-01-2018,09:07:45,неправильный ввод пин-кода,да,211.1
юр. лицо,списание средств,2782.6,наличный,Гродно,Беларусбанк-RVSP-515,20-04-2007,22:48:37,успешно,да,38.21
юр. лицо,списание средств,3852.77,наличный,Могилев,Беларусбанк-QWSR-605,07-07-2006,11:12:36,успешно,да,375.62
физ. лицо,списание средств,2919.57,безналичный,Брест,Беларусбанк-LRFF-916,29-06-2004,02:04:02,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2108.56,безналичный,Могилев,Беларусбанк-BXXB-719,20-06-2005,23:50:15,успешно,нет,0.0
юр. лицо,получение средств,784.44,безналичный,Брест,Беларусбанк-XPTU-121,29-04-2012,13:37:09,успешно,нет,0.0
физ. лицо,получение средств,867.62,наличный,Гродно,Беларусбанк-RISO-685,01-10-2010,18:14:45,успешно,нет,0.0
юр. лицо,получение средств,208.81,безналичный,Гродно,Беларусбанк-DXRL-246,12-07-2012,14:06:36,успешно,нет,0.0
физ. лицо,получение средств,1864.33,наличный,Брест,Беларусбанк-DHRS-440,01-04-2009,21:11:36,успешно,нет,0.0
юр. лицо,списание средств,2732.41,наличный,Витебск,Беларусбанк-CDED-782,27-12-2020,17:46:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,3887.67,безналичный,Могилев,Беларусбанк-OYGT-189,27-10-2022,16:23:33,неправильный ввод пин-кода,да,140.88
физ. лицо,списание средств,4401.83,безналичный,Гомель,Беларусбанк-MFHO-866,27-07-2007,06:48:25,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3277.4,наличный,Гродно,Беларусбанк-WSZT-355,25-12-2018,16:28:39,успешно,нет,0.0
юр. лицо,списание средств,4642.17,безналичный,Могилев,Беларусбанк-YNBF-982,03-08-2008,03:44:03,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,72.45,наличный,Могилев,Беларусбанк-QQKD-083,18-08-2000,16:35:10,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4276.1,безналичный,Минск,Беларусбанк-RLII-756,06-01-2004,17:40:58,успешно,нет,0.0
физ. лицо,списание средств,1743.16,наличный,Минск,Беларусбанк-DDQH-077,25-09-2006,20:41:24,успешно,нет,0.0
юр. лицо,списание средств,3607.07,безналичный,Гомель,Беларусбанк-XFQB-358,29-04-2008,18:42:02,успешно,да,141.6
юр. лицо,списание средств,298.45,наличный,Минск,Беларусбанк-TNYI-710,11-05-2016,06:25:56,успешно,да,18.0
юр. лицо,списание средств,4951.71,наличный,Могилев,Беларусбанк-SWMW-909,24-07-2014,22:20:53,успешно,да,445.23
юр. лицо,получение средств,4968.88,безналичный,Могилев,Беларусбанк-TRUJ-930,25-02-2007,13:22:14,успешно,нет,0.0
юр. лицо,списание средств,2658.13,безналичный,Витебск,Беларусбанк-DLIS-844,28-09-2021,15:36:48,неправильный ввод пин-кода,да,115.62
физ. лицо,списание средств,1046.22,безналичный,Витебск,Беларусбанк-BUUR-035,27-11-2011,04:41:35,недостаточно средств,нет,0.0
физ. лицо,получение средств,3449.4,наличный,Минск,Беларусбанк-ERTP-364,14-10-2022,01:25:54,успешно,нет,0.0
физ. лицо,списание средств,4995.16,наличный,Гомель,Беларусбанк-LMRC-750,20-12-2008,14:22:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1632.62,безналичный,Гомель,Беларусбанк-CCPI-183,01-02-2021,02:25:45,успешно,нет,0.0
юр. лицо,получение средств,747.94,безналичный,Гомель,Беларусбанк-XVJB-026,03-02-2019,12:43:31,успешно,нет,0.0
физ. лицо,списание средств,1544.22,безналичный,Витебск,Беларусбанк-ANDO-226,18-03-2024,13:00:37,недостаточно средств,да,51.21
физ. лицо,списание средств,29.83,безналичный,Минск,Беларусбанк-IAVV-991,03-03-2017,18:13:46,недостаточно средств,нет,0.0
юр. лицо,списание средств,202.09,наличный,Витебск,Беларусбанк-SYHE-078,18-10-2016,07:49:48,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1919.48,безналичный,Гродно,Беларусбанк-BIVW-485,07-05-2019,08:07:53,недостаточно средств,нет,0.0
физ. лицо,списание средств,3874.3,наличный,Витебск,Беларусбанк-ZERD-567,21-05-2019,12:48:50,недостаточно средств,да,103.55
юр. лицо,списание средств,1370.04,безналичный,Минск,Беларусбанк-NZER-820,28-04-2001,08:50:58,успешно,да,87.61
юр. лицо,получение средств,4202.89,наличный,Витебск,Беларусбанк-NCRE-897,29-01-2012,17:52:37,успешно,нет,0.0
физ. лицо,получение средств,3558.48,безналичный,Витебск,Беларусбанк-SJXL-704,29-06-2020,22:18:31,успешно,нет,0.0
физ. лицо,списание средств,3692.74,наличный,Гомель,Беларусбанк-OSBC-469,01-05-2024,12:00:14,недостаточно средств,да,262.81
физ. лицо,получение средств,4359.68,безналичный,Гомель,Беларусбанк-PRTG-394,24-07-2014,22:08:42,успешно,нет,0.0
юр. лицо,списание средств,1790.82,безналичный,Витебск,Беларусбанк-HWYB-126,19-06-2000,03:12:13,успешно,да,60.98
юр. лицо,получение средств,2904.03,наличный,Брест,Беларусбанк-AHRZ-865,04-05-2003,02:05:09,успешно,нет,0.0
юр. лицо,получение средств,4693.13,безналичный,Витебск,Беларусбанк-NVFP-672,04-03-2005,01:35:42,успешно,нет,0.0
физ. лицо,получение средств,1372.35,наличный,Минск,Беларусбанк-RZBI-664,01-07-2015,10:42:27,успешно,нет,0.0
физ. лицо,получение средств,2190.05,наличный,Брест,Беларусбанк-GFVX-579,28-03-2007,05:31:29,успешно,нет,0.0
физ. лицо,получение средств,4092.87,наличный,Гродно,Беларусбанк-TQSK-077,07-06-2017,05:55:46,успешно,нет,0.0
физ. лицо,списание средств,3919.35,безналичный,Брест,Беларусбанк-BNJJ-701,05-08-2019,20:30:05,недостаточно средств,да,73.93
физ. лицо,получение средств,3624.75,наличный,Могилев,Беларусбанк-EYXW-385,11-07-2019,09:06:11,успешно,нет,0.0
юр. лицо,получение средств,4285.42,безналичный,Гродно,Беларусбанк-KZJQ-040,27-12-2021,03:55:25,успешно,нет,0.0
физ. лицо,получение средств,4913.6,безналичный,Витебск,Беларусбанк-AXEH-281,15-05-2010,19:36:39,успешно,нет,0.0
физ. лицо,списание средств,3862.25,безналичный,Минск,Беларусбанк-MTLZ-235,02-03-2016,16:26:42,недостаточно средств,нет,0.0
юр. лицо,списание средств,168.29,наличный,Гродно,Беларусбанк-KMHX-453,08-01-2020,20:00:11,неправильный ввод пин-кода,да,9.41
юр. лицо,получение средств,2357.58,наличный,Могилев,Беларусбанк-VGHX-044,25-10-2005,17:09:50,успешно,нет,0.0
юр. лицо,списание средств,2666.28,безналичный,Могилев,Беларусбанк-ANVN-465,20-08-2001,07:25:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,344.89,наличный,Брест,Беларусбанк-FPJB-958,19-09-2013,17:26:01,недостаточно средств,нет,0.0
физ. лицо,получение средств,2301.2,наличный,Могилев,Беларусбанк-HRLW-621,07-06-2003,06:31:18,успешно,нет,0.0
юр. лицо,получение средств,564.39,наличный,Витебск,Беларусбанк-KULH-190,02-01-2015,18:27:44,успешно,нет,0.0
физ. лицо,списание средств,1010.76,наличный,Брест,Беларусбанк-MHYY-720,03-05-2004,06:44:24,недостаточно средств,да,43.21
физ. лицо,списание средств,2857.49,наличный,Гродно,Беларусбанк-UJQY-722,10-03-2016,10:40:10,успешно,нет,0.0
физ. лицо,списание средств,1480.89,безналичный,Гомель,Беларусбанк-HBWQ-026,06-06-2015,20:32:34,недостаточно средств,нет,0.0
юр. лицо,списание средств,3924.28,безналичный,Могилев,Беларусбанк-BAQP-013,11-05-2003,14:48:52,успешно,да,71.22
физ. лицо,получение средств,3670.55,наличный,Гомель,Беларусбанк-MPZE-012,15-02-2020,19:09:41,успешно,нет,0.0
физ. лицо,списание средств,858.57,наличный,Могилев,Беларусбанк-JBMV-756,02-02-2000,22:41:24,недостаточно средств,нет,0.0
юр. лицо,получение средств,325.09,наличный,Гомель,Беларусбанк-GQJK-112,07-01-2003,08:12:00,успешно,нет,0.0
юр. лицо,списание средств,1397.52,безналичный,Витебск,Беларусбанк-RXAY-410,16-04-2016,04:56:30,недостаточно средств,нет,0.0
физ. лицо,получение средств,2574.75,наличный,Гомель,Беларусбанк-QUQA-328,19-01-2021,04:31:48,успешно,нет,0.0
физ. лицо,списание средств,4303.57,безналичный,Брест,Беларусбанк-PYSK-612,07-05-2020,00:22:52,недостаточно средств,нет,0.0
юр. лицо,списание средств,2132.59,безналичный,Брест,Беларусбанк-CLBJ-770,08-06-2024,20:10:27,успешно,нет,0.0
юр. лицо,списание средств,4842.89,безналичный,Могилев,Беларусбанк-YUHQ-020,06-03-2023,03:02:15,неправильный ввод пин-кода,да,202.6
физ. лицо,списание средств,4881.59,безналичный,Витебск,Беларусбанк-IEJU-218,19-10-2006,15:00:03,недостаточно средств,нет,0.0
физ. лицо,списание средств,1814.79,безналичный,Гомель,Беларусбанк-PZNB-831,30-08-2021,03:41:17,успешно,нет,0.0
физ. лицо,списание средств,2743.9,безналичный,Гомель,Беларусбанк-MOYM-959,14-03-2014,11:03:14,недостаточно средств,да,191.65
юр. лицо,получение средств,309.27,наличный,Витебск,Беларусбанк-DGAW-957,15-03-2002,05:24:59,успешно,нет,0.0
физ. лицо,списание средств,2233.86,наличный,Гродно,Беларусбанк-KIMB-800,07-04-2016,22:51:33,успешно,нет,0.0
юр. лицо,списание средств,4377.68,наличный,Витебск,Беларусбанк-NRTX-772,24-10-2006,19:03:43,неправильный ввод пин-кода,да,100.71
физ. лицо,получение средств,3699.55,безналичный,Брест,Беларусбанк-UBKD-101,08-09-2011,09:50:44,успешно,нет,0.0
юр. лицо,получение средств,1273.26,наличный,Гродно,Беларусбанк-RBER-039,26-09-2019,15:25:52,успешно,нет,0.0
физ. лицо,списание средств,2819.92,безналичный,Могилев,Беларусбанк-AQTI-473,30-06-2013,12:23:12,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,879.27,безналичный,Гомель,Беларусбанк-CPQC-833,27-11-2000,21:47:09,успешно,нет,0.0
физ. лицо,списание средств,1853.11,наличный,Гомель,Беларусбанк-QRYD-177,06-04-2023,11:02:46,успешно,нет,0.0
физ. лицо,списание средств,4661.85,наличный,Брест,Беларусбанк-ROWF-677,05-07-2011,03:13:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,134.97,наличный,Гродно,Беларусбанк-RQZD-573,13-09-2024,07:44:38,неправильный ввод пин-кода,да,5.5
юр. лицо,получение средств,3749.53,наличный,Могилев,Беларусбанк-CZCR-960,30-03-2018,18:04:45,успешно,нет,0.0
юр. лицо,получение средств,4084.79,безналичный,Гомель,Беларусбанк-MBLK-361,30-04-2008,07:51:19,успешно,нет,0.0
физ. лицо,списание средств,1489.38,наличный,Минск,Беларусбанк-GPGU-405,06-06-2010,15:27:25,недостаточно средств,да,44.62
юр. лицо,списание средств,2716.31,безналичный,Гомель,Беларусбанк-ZBHM-461,17-04-2000,12:20:33,неправильный ввод пин-кода,да,258.57
физ. лицо,списание средств,2601.29,безналичный,Брест,Беларусбанк-GCTF-363,07-12-2013,08:43:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1371.5,наличный,Минск,Беларусбанк-NDHA-104,16-06-2007,09:17:34,недостаточно средств,да,31.42
физ. лицо,получение средств,1500.51,безналичный,Витебск,Беларусбанк-WLMP-012,25-04-2020,02:33:53,успешно,нет,0.0
юр. лицо,получение средств,1232.06,наличный,Могилев,Беларусбанк-PJVV-609,07-07-2013,14:51:33,успешно,нет,0.0
юр. лицо,списание средств,835.98,наличный,Минск,Беларусбанк-HEKP-631,26-09-2003,20:57:52,успешно,нет,0.0
юр. лицо,списание средств,1195.49,наличный,Гомель,Беларусбанк-SGPR-033,31-08-2000,12:35:00,недостаточно средств,да,67.52
юр. лицо,списание средств,4688.88,безналичный,Минск,Беларусбанк-ZXRM-071,04-10-2015,02:44:28,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3006.74,безналичный,Брест,Беларусбанк-KLFV-721,30-12-2008,22:13:57,успешно,нет,0.0
юр. лицо,получение средств,2311.13,наличный,Гомель,Беларусбанк-OJIF-051,10-04-2014,18:44:36,успешно,нет,0.0
юр. лицо,списание средств,4883.06,наличный,Витебск,Беларусбанк-MPFS-721,04-03-2009,14:28:17,неправильный ввод пин-кода,да,330.11
физ. лицо,списание средств,2900.6,наличный,Гродно,Беларусбанк-IZGT-505,19-07-2004,23:27:28,неправильный ввод пин-кода,да,69.02
юр. лицо,получение средств,483.66,безналичный,Гродно,Беларусбанк-AESJ-002,23-03-2011,07:27:47,успешно,нет,0.0
физ. лицо,списание средств,1824.48,наличный,Могилев,Беларусбанк-WIQL-006,17-04-2021,11:20:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4973.47,наличный,Могилев,Беларусбанк-SYRT-144,02-10-2002,21:30:04,успешно,нет,0.0
юр. лицо,списание средств,8.97,наличный,Могилев,Беларусбанк-TUFQ-699,09-10-2002,07:33:58,успешно,да,0.24
юр. лицо,получение средств,1382.82,наличный,Могилев,Беларусбанк-PUVY-220,27-01-2002,12:19:54,успешно,нет,0.0
юр. лицо,списание средств,1512.29,наличный,Витебск,Беларусбанк-ECJO-305,20-02-2008,21:25:45,недостаточно средств,нет,0.0
физ. лицо,списание средств,3467.38,наличный,Могилев,Беларусбанк-AVOG-330,19-05-2000,02:39:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,556.64,наличный,Витебск,Беларусбанк-YWGR-140,03-04-2015,19:47:51,успешно,нет,0.0
юр. лицо,получение средств,2546.48,безналичный,Могилев,Беларусбанк-GWYA-460,28-02-2022,18:51:36,успешно,нет,0.0
юр. лицо,списание средств,305.06,наличный,Витебск,Беларусбанк-EQXG-131,28-02-2009,16:00:01,успешно,нет,0.0
юр. лицо,получение средств,1853.61,безналичный,Могилев,Беларусбанк-DRAP-613,05-02-2020,04:52:50,успешно,нет,0.0
юр. лицо,списание средств,4746.84,безналичный,Могилев,Беларусбанк-SBOH-248,09-10-2007,13:59:03,успешно,да,282.52
юр. лицо,получение средств,3147.22,наличный,Брест,Беларусбанк-XVGK-561,17-04-2012,00:27:16,успешно,нет,0.0
юр. лицо,получение средств,507.86,наличный,Гродно,Беларусбанк-ZWMO-014,16-04-2022,21:42:03,успешно,нет,0.0
физ. лицо,списание средств,2752.76,наличный,Витебск,Беларусбанк-OJOJ-729,30-04-2003,07:31:30,недостаточно средств,нет,0.0
юр. лицо,получение средств,510.64,наличный,Минск,Беларусбанк-DQNK-390,21-03-2010,20:29:28,успешно,нет,0.0
физ. лицо,списание средств,613.25,безналичный,Гомель,Беларусбанк-XGXE-150,15-03-2016,19:54:02,недостаточно средств,да,24.83
физ. лицо,получение средств,14.79,безналичный,Минск,Беларусбанк-VBWT-252,30-11-2009,17:47:12,успешно,нет,0.0
юр. лицо,списание средств,4381.07,наличный,Витебск,Беларусбанк-KMBT-903,27-03-2024,20:50:21,недостаточно средств,нет,0.0
юр. лицо,получение средств,3268.12,наличный,Витебск,Беларусбанк-ERAM-699,01-01-2023,11:34:24,успешно,нет,0.0
физ. лицо,списание средств,1106.98,безналичный,Гродно,Беларусбанк-XCUI-160,05-11-2003,10:18:49,недостаточно средств,нет,0.0
юр. лицо,получение средств,1051.79,безналичный,Минск,Беларусбанк-QTLM-607,07-06-2022,05:08:08,успешно,нет,0.0
юр. лицо,получение средств,2233.62,наличный,Могилев,Беларусбанк-WNRW-219,08-02-2016,10:22:55,успешно,нет,0.0
физ. лицо,получение средств,4445.1,наличный,Гомель,Беларусбанк-MUKN-185,06-11-2006,14:33:40,успешно,нет,0.0
юр. лицо,получение средств,2702.51,безналичный,Могилев,Беларусбанк-ZIFA-217,14-01-2010,16:06:05,успешно,нет,0.0
физ. лицо,списание средств,325.89,наличный,Гомель,Беларусбанк-RCTK-270,24-06-2018,15:14:55,успешно,да,25.67
физ. лицо,списание средств,709.19,наличный,Гродно,Беларусбанк-JERF-249,31-05-2019,12:11:47,недостаточно средств,да,41.88
физ. лицо,списание средств,3560.04,наличный,Могилев,Беларусбанк-SVIB-851,24-01-2014,16:16:02,неправильный ввод пин-кода,да,340.38
юр. лицо,списание средств,1008.37,безналичный,Минск,Беларусбанк-YQPN-051,23-08-2014,01:31:13,недостаточно средств,да,18.22
юр. лицо,списание средств,4854.46,безналичный,Витебск,Беларусбанк-ULBX-745,17-03-2021,02:36:23,успешно,да,82.79
физ. лицо,списание средств,1160.98,безналичный,Минск,Беларусбанк-MBJN-130,12-08-2003,18:23:19,успешно,да,103.19
юр. лицо,списание средств,2427.36,наличный,Минск,Беларусбанк-XMGR-709,10-04-2022,08:44:38,недостаточно средств,да,226.57
юр. лицо,получение средств,595.46,наличный,Брест,Беларусбанк-QOIB-087,28-02-2003,22:20:42,успешно,нет,0.0
физ. лицо,получение средств,746.76,наличный,Гомель,Беларусбанк-EVVF-635,10-12-2005,06:14:21,успешно,нет,0.0
юр. лицо,получение средств,2867.95,наличный,Минск,Беларусбанк-TSKG-027,27-11-2008,23:43:21,успешно,нет,0.0
физ. лицо,списание средств,4165.96,наличный,Могилев,Беларусбанк-JTHD-991,07-03-2002,15:45:35,недостаточно средств,да,160.38
физ. лицо,списание средств,4764.89,безналичный,Брест,Беларусбанк-EJNZ-162,21-11-2001,08:22:19,недостаточно средств,да,199.11
физ. лицо,списание средств,147.57,наличный,Брест,Беларусбанк-WJZJ-883,21-08-2023,08:10:49,недостаточно средств,да,1.52
юр. лицо,получение средств,711.52,безналичный,Гомель,Беларусбанк-QDUZ-618,05-11-2001,07:55:15,успешно,нет,0.0
физ. лицо,получение средств,1153.98,безналичный,Брест,Беларусбанк-YWIK-454,09-11-2009,07:27:45,успешно,нет,0.0
физ. лицо,списание средств,2290.95,безналичный,Витебск,Беларусбанк-UZKU-681,20-07-2013,23:47:53,недостаточно средств,да,56.31
юр. лицо,получение средств,4213.26,безналичный,Гомель,Беларусбанк-HVNE-498,09-07-2015,18:16:41,успешно,нет,0.0
юр. лицо,получение средств,2647.28,безналичный,Могилев,Беларусбанк-MPDP-182,22-06-2023,16:22:10,успешно,нет,0.0
юр. лицо,списание средств,2039.95,наличный,Гомель,Беларусбанк-PWFT-012,08-01-2020,22:42:41,недостаточно средств,да,145.92
физ. лицо,получение средств,3550.95,наличный,Могилев,Беларусбанк-USRF-752,20-09-2018,06:51:17,успешно,нет,0.0
физ. лицо,получение средств,3347.28,безналичный,Гомель,Беларусбанк-AIYY-389,04-11-2016,08:32:29,успешно,нет,0.0
юр. лицо,списание средств,1666.63,наличный,Гродно,Беларусбанк-BXYK-865,14-11-2021,23:17:50,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2576.19,наличный,Минск,Беларусбанк-VDCV-792,24-04-2018,06:54:16,недостаточно средств,нет,0.0
физ. лицо,получение средств,595.16,наличный,Гродно,Беларусбанк-DXWG-285,09-08-2015,00:19:55,успешно,нет,0.0
физ. лицо,получение средств,1038.66,наличный,Гомель,Беларусбанк-MHUV-310,31-07-2003,17:31:22,успешно,нет,0.0
физ. лицо,списание средств,3274.23,безналичный,Могилев,Беларусбанк-LJIW-607,05-10-2002,18:19:15,недостаточно средств,да,139.93
физ. лицо,получение средств,4065.35,наличный,Витебск,Беларусбанк-ZMDP-893,17-08-2022,14:34:29,успешно,нет,0.0
юр. лицо,списание средств,3327.55,безналичный,Гомель,Беларусбанк-BMZS-050,19-11-2020,08:42:26,недостаточно средств,нет,0.0
физ. лицо,получение средств,2348.3,наличный,Минск,Беларусбанк-GUPZ-870,18-03-2009,15:43:09,успешно,нет,0.0
физ. лицо,получение средств,1749.14,наличный,Витебск,Беларусбанк-WLIR-318,26-07-2024,04:05:07,успешно,нет,0.0
