Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,349.43,наличный,Гомель,Белинвестбанк-CVDB-166,30-09-2024,10:46:38,недостаточно средств,да,27.75
юр. лицо,списание средств,3752.3,наличный,Минск,Белинвестбанк-KKXU-677,03-05-2013,14:03:31,неправильный ввод пин-кода,да,233.46
физ. лицо,получение средств,2924.46,наличный,Гродно,Белинвестбанк-SKAH-244,13-07-2019,16:30:12,успешно,нет,0.0
юр. лицо,получение средств,1928.33,безналичный,Могилев,Белинвестбанк-QSBX-799,11-03-2015,20:13:38,успешно,нет,0.0
физ. лицо,списание средств,494.61,безналичный,Могилев,Белинвестбанк-YCFH-073,18-04-2010,05:53:46,неправильный ввод пин-кода,да,28.7
юр. лицо,получение средств,473.85,наличный,Могилев,Белинвестбанк-ZXWA-530,15-06-2015,07:48:10,успешно,нет,0.0
юр. лицо,получение средств,1798.7,наличный,Минск,Белинвестбанк-OJVE-904,06-03-2012,16:37:17,успешно,нет,0.0
физ. лицо,списание средств,2941.57,наличный,Брест,Белинвестбанк-GSVW-113,11-09-2020,16:36:46,успешно,нет,0.0
юр. лицо,получение средств,1668.67,безналичный,Могилев,Белинвестбанк-OGTS-736,22-01-2012,16:14:22,успешно,нет,0.0
физ. лицо,получение средств,2027.9,безналичный,Брест,Белинвестбанк-YVDW-959,22-10-2000,00:03:24,успешно,нет,0.0
физ. лицо,списание средств,2615.47,наличный,Минск,Белинвестбанк-DPOX-030,18-05-2015,02:46:00,недостаточно средств,да,173.17
юр. лицо,получение средств,359.55,наличный,Минск,Белинвестбанк-EZLP-909,12-11-2007,09:54:17,успешно,нет,0.0
юр. лицо,списание средств,3863.57,наличный,Могилев,Белинвестбанк-JGQO-304,19-09-2006,19:30:06,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2830.31,безналичный,Витебск,Белинвестбанк-CTFG-627,12-05-2020,01:59:26,неправильный ввод пин-кода,да,106.61
физ. лицо,получение средств,2987.73,наличный,Гомель,Белинвестбанк-YBRI-741,10-07-2008,05:58:36,успешно,нет,0.0
юр. лицо,получение средств,1374.52,наличный,Гродно,Белинвестбанк-UDKI-482,12-09-2016,07:57:33,успешно,нет,0.0
физ. лицо,списание средств,4558.53,наличный,Минск,Белинвестбанк-ODTL-222,15-01-2001,08:58:32,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2279.37,наличный,Брест,Белинвестбанк-NTKX-136,02-10-2010,07:45:36,успешно,нет,0.0
физ. лицо,получение средств,3584.1,наличный,Могилев,Белинвестбанк-XSKD-407,14-04-2012,15:40:44,успешно,нет,0.0
юр. лицо,получение средств,3480.65,наличный,Гродно,Белинвестбанк-YQJP-360,24-12-2014,14:53:04,успешно,нет,0.0
юр. лицо,списание средств,3629.84,безналичный,Витебск,Белинвестбанк-ERKC-261,20-02-2016,22:41:50,недостаточно средств,да,60.93
юр. лицо,получение средств,3079.41,наличный,Гомель,Белинвестбанк-RMPG-491,17-03-2014,22:28:21,успешно,нет,0.0
юр. лицо,получение средств,4521.86,наличный,Брест,Белинвестбанк-ZESC-945,09-04-2004,12:01:47,успешно,нет,0.0
юр. лицо,списание средств,3290.12,безналичный,Минск,Белинвестбанк-CVNN-099,29-12-2009,09:03:55,недостаточно средств,да,123.54
юр. лицо,получение средств,857.38,наличный,Гродно,Белинвестбанк-GLFY-603,12-07-2008,21:26:57,успешно,нет,0.0
юр. лицо,получение средств,1382.83,безналичный,Минск,Белинвестбанк-XGNB-970,11-03-2014,04:50:46,успешно,нет,0.0
юр. лицо,получение средств,716.16,безналичный,Гродно,Белинвестбанк-DDWF-956,26-06-2020,16:20:51,успешно,нет,0.0
физ. лицо,получение средств,4167.49,безналичный,Минск,Белинвестбанк-WGVI-762,16-03-2001,10:17:34,успешно,нет,0.0
физ. лицо,списание средств,3951.71,безналичный,Гродно,Белинвестбанк-VBZZ-445,19-07-2001,08:59:35,успешно,нет,0.0
физ. лицо,списание средств,4991.53,безналичный,Витебск,Белинвестбанк-QSHA-881,12-03-2024,17:31:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,257.09,безналичный,Витебск,Белинвестбанк-XOVC-316,20-04-2011,23:03:50,успешно,да,23.19
физ. лицо,списание средств,1279.37,безналичный,Гродно,Белинвестбанк-LUAR-864,10-09-2017,04:09:07,успешно,нет,0.0
физ. лицо,списание средств,4060.59,безналичный,Минск,Белинвестбанк-LYHH-840,28-09-2011,00:45:55,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,140.73,наличный,Витебск,Белинвестбанк-SHPE-230,25-08-2020,02:47:53,неправильный ввод пин-кода,да,12.61
юр. лицо,списание средств,3012.38,наличный,Могилев,Белинвестбанк-EOTA-042,11-09-2004,13:40:17,успешно,да,176.42
юр. лицо,получение средств,3051.55,наличный,Брест,Белинвестбанк-UZRK-518,10-05-2002,18:59:12,успешно,нет,0.0
юр. лицо,списание средств,1658.26,безналичный,Могилев,Белинвестбанк-FZXA-784,28-12-2011,14:29:04,недостаточно средств,да,50.56
физ. лицо,получение средств,2853.92,безналичный,Гродно,Белинвестбанк-XUYX-685,19-02-2015,22:40:10,успешно,нет,0.0
юр. лицо,списание средств,1141.7,наличный,Минск,Белинвестбанк-FWFT-353,14-09-2015,00:50:41,недостаточно средств,да,46.04
юр. лицо,получение средств,4035.83,безналичный,Минск,Белинвестбанк-GPAT-159,10-08-2019,07:57:20,успешно,нет,0.0
юр. лицо,получение средств,4513.5,наличный,Минск,Белинвестбанк-ZIFZ-986,05-03-2000,05:15:42,успешно,нет,0.0
физ. лицо,получение средств,2446.4,безналичный,Минск,Белинвестбанк-QKZK-616,08-07-2003,04:38:59,успешно,нет,0.0
физ. лицо,получение средств,2152.49,наличный,Минск,Белинвестбанк-YFKR-842,21-02-2007,06:23:46,успешно,нет,0.0
физ. лицо,списание средств,1919.24,наличный,Брест,Белинвестбанк-FITD-971,01-02-2005,22:09:09,успешно,да,56.89
физ. лицо,списание средств,1670.06,наличный,Гродно,Белинвестбанк-SQDA-029,05-01-2001,02:27:49,успешно,да,82.9
юр. лицо,списание средств,1919.6,безналичный,Минск,Белинвестбанк-CUZD-456,23-10-2007,22:02:32,успешно,нет,0.0
физ. лицо,списание средств,4231.6,безналичный,Минск,Белинвестбанк-CIPX-784,24-03-2017,07:54:03,успешно,нет,0.0
физ. лицо,списание средств,2799.92,наличный,Могилев,Белинвестбанк-CCPE-994,31-12-2006,16:16:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,2408.47,безналичный,Витебск,Белинвестбанк-EPZC-541,30-05-2024,23:45:52,неправильный ввод пин-кода,да,117.56
юр. лицо,получение средств,3923.66,безналичный,Гомель,Белинвестбанк-DDDS-941,03-01-2002,08:22:15,успешно,нет,0.0
физ. лицо,списание средств,4146.06,безналичный,Минск,Белинвестбанк-LUQS-304,16-02-2012,16:22:55,неправильный ввод пин-кода,да,256.87
физ. лицо,получение средств,3794.45,наличный,Витебск,Белинвестбанк-TVSJ-488,27-07-2021,18:36:31,успешно,нет,0.0
физ. лицо,списание средств,4128.95,наличный,Могилев,Белинвестбанк-HMLR-378,25-07-2017,08:40:06,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3985.05,наличный,Брест,Белинвестбанк-ENYC-063,11-12-2023,08:36:20,успешно,да,292.0
юр. лицо,получение средств,3198.44,безналичный,Витебск,Белинвестбанк-IUJV-057,08-09-2014,05:43:33,успешно,нет,0.0
юр. лицо,получение средств,2450.77,наличный,Могилев,Белинвестбанк-LJHZ-143,15-12-2023,03:47:14,успешно,нет,0.0
физ. лицо,получение средств,1819.51,наличный,Витебск,Белинвестбанк-JPJJ-153,10-03-2013,10:47:54,успешно,нет,0.0
юр. лицо,получение средств,3310.32,безналичный,Могилев,Белинвестбанк-RPPS-157,28-02-2022,01:06:11,успешно,нет,0.0
юр. лицо,получение средств,733.68,безналичный,Гродно,Белинвестбанк-OEIC-959,22-03-2017,17:45:52,успешно,нет,0.0
юр. лицо,получение средств,3608.68,наличный,Минск,Белинвестбанк-FYWB-987,03-05-2019,17:21:47,успешно,нет,0.0
юр. лицо,списание средств,850.2,безналичный,Гродно,Белинвестбанк-TZPG-450,15-06-2008,01:36:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4370.51,наличный,Гродно,Белинвестбанк-HFTM-194,10-03-2013,08:28:42,неправильный ввод пин-кода,да,77.53
физ. лицо,получение средств,1180.88,безналичный,Брест,Белинвестбанк-XKLF-073,26-12-2015,11:02:46,успешно,нет,0.0
юр. лицо,получение средств,2488.86,наличный,Витебск,Белинвестбанк-NRKC-718,04-05-2018,01:12:37,успешно,нет,0.0
юр. лицо,получение средств,2.7,наличный,Витебск,Белинвестбанк-RKEF-209,23-08-2007,19:42:16,успешно,нет,0.0
юр. лицо,получение средств,2816.24,наличный,Брест,Белинвестбанк-IFON-191,13-09-2010,19:36:12,успешно,нет,0.0
юр. лицо,списание средств,527.28,наличный,Минск,Белинвестбанк-RFEU-438,27-03-2014,09:46:01,недостаточно средств,нет,0.0
физ. лицо,списание средств,720.32,безналичный,Гродно,Белинвестбанк-MGVG-174,11-07-2006,05:47:16,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,733.86,безналичный,Брест,Белинвестбанк-ZTXZ-067,26-12-2015,05:01:55,недостаточно средств,да,24.39
юр. лицо,списание средств,1448.0,безналичный,Минск,Белинвестбанк-UTSW-629,25-11-2016,05:04:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,2087.48,наличный,Гродно,Белинвестбанк-WKQP-486,29-12-2003,11:21:21,недостаточно средств,нет,0.0
юр. лицо,списание средств,1674.66,безналичный,Гродно,Белинвестбанк-IDUK-148,06-07-2020,04:42:10,неправильный ввод пин-кода,да,39.1
юр. лицо,списание средств,3831.57,безналичный,Могилев,Белинвестбанк-MYTO-705,13-09-2015,16:21:51,недостаточно средств,да,275.88
юр. лицо,получение средств,3150.97,безналичный,Минск,Белинвестбанк-QJCF-941,22-05-2022,20:49:23,успешно,нет,0.0
юр. лицо,получение средств,319.23,безналичный,Брест,Белинвестбанк-TIAH-500,14-06-2018,15:09:21,успешно,нет,0.0
юр. лицо,получение средств,1629.08,безналичный,Минск,Белинвестбанк-DGCJ-769,21-06-2009,04:21:30,успешно,нет,0.0
юр. лицо,списание средств,2343.03,наличный,Гродно,Белинвестбанк-ASQR-471,31-10-2019,19:13:23,недостаточно средств,нет,0.0
юр. лицо,списание средств,1942.19,наличный,Могилев,Белинвестбанк-KFNV-754,24-01-2002,06:41:44,успешно,нет,0.0
физ. лицо,получение средств,1934.07,наличный,Гродно,Белинвестбанк-FXJO-808,23-07-2015,11:25:44,успешно,нет,0.0
физ. лицо,списание средств,4441.84,безналичный,Могилев,Белинвестбанк-MAQG-334,31-10-2011,10:40:35,недостаточно средств,нет,0.0
физ. лицо,списание средств,1236.51,безналичный,Брест,Белинвестбанк-EXQO-494,27-12-2018,16:56:08,успешно,да,101.26
юр. лицо,списание средств,1715.55,безналичный,Могилев,Белинвестбанк-MUAY-568,25-05-2006,08:24:18,успешно,нет,0.0
юр. лицо,списание средств,113.7,наличный,Брест,Белинвестбанк-ICOK-796,03-06-2016,06:24:39,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1172.63,безналичный,Витебск,Белинвестбанк-TAEA-567,25-05-2019,16:11:05,успешно,нет,0.0
юр. лицо,получение средств,78.18,наличный,Брест,Белинвестбанк-TNSQ-523,16-08-2005,19:57:15,успешно,нет,0.0
юр. лицо,списание средств,2557.9,наличный,Брест,Белинвестбанк-XECD-393,14-10-2017,01:01:50,успешно,да,135.17
физ. лицо,получение средств,4880.93,наличный,Гродно,Белинвестбанк-XUAT-014,06-01-2012,01:27:39,успешно,нет,0.0
физ. лицо,списание средств,2678.79,наличный,Витебск,Белинвестбанк-XEZS-208,18-06-2018,16:22:54,успешно,нет,0.0
юр. лицо,списание средств,2120.34,наличный,Брест,Белинвестбанк-ROEW-205,27-07-2019,06:32:07,успешно,нет,0.0
физ. лицо,списание средств,305.34,безналичный,Брест,Белинвестбанк-PNZF-990,24-07-2002,07:12:08,неправильный ввод пин-кода,да,10.8
юр. лицо,списание средств,3951.25,наличный,Минск,Белинвестбанк-STXZ-950,20-12-2000,09:12:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,4909.65,наличный,Могилев,Белинвестбанк-YWYD-495,15-05-2012,05:08:59,успешно,нет,0.0
физ. лицо,списание средств,726.17,безналичный,Гомель,Белинвестбанк-CQBV-882,23-09-2005,03:56:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2028.53,наличный,Гродно,Белинвестбанк-KFQM-623,17-07-2008,19:34:52,недостаточно средств,нет,0.0
физ. лицо,получение средств,260.95,наличный,Минск,Белинвестбанк-HTLH-603,15-03-2010,23:22:13,успешно,нет,0.0
физ. лицо,списание средств,3626.56,наличный,Витебск,Белинвестбанк-CEHZ-307,05-04-2007,08:41:42,успешно,да,333.56
юр. лицо,списание средств,4429.04,наличный,Минск,Белинвестбанк-DPZJ-525,10-06-2000,13:21:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1905.96,безналичный,Гродно,Белинвестбанк-CZOV-872,11-06-2004,22:24:05,успешно,нет,0.0
юр. лицо,списание средств,3015.13,наличный,Гомель,Белинвестбанк-BTXZ-977,30-10-2008,19:26:48,успешно,нет,0.0
юр. лицо,списание средств,4177.64,безналичный,Гродно,Белинвестбанк-YGOR-108,27-06-2003,23:02:15,успешно,нет,0.0
юр. лицо,списание средств,1309.8,безналичный,Гродно,Белинвестбанк-GSFF-407,11-11-2007,06:56:44,успешно,нет,0.0
юр. лицо,получение средств,3689.13,безналичный,Минск,Белинвестбанк-AQNS-222,12-07-2016,15:01:41,успешно,нет,0.0
юр. лицо,списание средств,2254.02,безналичный,Витебск,Белинвестбанк-FZAI-745,23-04-2000,06:52:24,успешно,да,83.08
физ. лицо,получение средств,861.1,наличный,Гомель,Белинвестбанк-FVQU-317,06-09-2013,06:55:55,успешно,нет,0.0
физ. лицо,списание средств,1267.05,безналичный,Могилев,Белинвестбанк-QSVO-267,21-09-2011,12:33:07,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2227.88,безналичный,Брест,Белинвестбанк-SRAV-311,11-07-2005,18:39:09,успешно,да,194.96
физ. лицо,получение средств,889.88,наличный,Гомель,Белинвестбанк-CFUO-402,04-01-2020,12:57:49,успешно,нет,0.0
физ. лицо,получение средств,640.67,безналичный,Гродно,Белинвестбанк-ZCVL-172,03-05-2021,12:33:00,успешно,нет,0.0
юр. лицо,списание средств,698.47,безналичный,Брест,Белинвестбанк-NZWL-305,09-03-2019,22:21:34,успешно,нет,0.0
физ. лицо,списание средств,741.13,наличный,Могилев,Белинвестбанк-RYTL-960,28-05-2021,19:53:07,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1207.52,безналичный,Гродно,Белинвестбанк-AQVD-579,18-05-2006,04:39:17,недостаточно средств,да,83.48
физ. лицо,списание средств,4321.12,наличный,Гродно,Белинвестбанк-VIDP-591,02-03-2023,03:17:43,недостаточно средств,да,194.83
физ. лицо,получение средств,3301.66,наличный,Гродно,Белинвестбанк-JOEY-479,03-11-2014,17:55:12,успешно,нет,0.0
физ. лицо,получение средств,4906.52,наличный,Минск,Белинвестбанк-VSMQ-335,27-10-2004,20:31:49,успешно,нет,0.0
юр. лицо,списание средств,2795.45,безналичный,Минск,Белинвестбанк-CSZZ-153,28-05-2007,03:33:59,успешно,нет,0.0
физ. лицо,получение средств,1955.88,наличный,Брест,Белинвестбанк-QFFV-896,24-11-2001,09:50:19,успешно,нет,0.0
юр. лицо,списание средств,1454.65,безналичный,Брест,Белинвестбанк-WDBN-014,25-06-2007,17:56:00,успешно,нет,0.0
юр. лицо,списание средств,4514.33,безналичный,Витебск,Белинвестбанк-WXZJ-270,15-06-2007,14:53:02,недостаточно средств,да,66.09
юр. лицо,списание средств,2134.06,безналичный,Гродно,Белинвестбанк-AQNQ-769,25-10-2020,19:52:55,успешно,да,124.86
физ. лицо,списание средств,1406.91,безналичный,Минск,Белинвестбанк-XDEG-465,25-06-2006,05:21:04,недостаточно средств,да,79.83
юр. лицо,получение средств,2924.25,безналичный,Гомель,Белинвестбанк-EWLM-896,08-08-2009,17:16:36,успешно,нет,0.0
физ. лицо,получение средств,3625.38,безналичный,Гомель,Белинвестбанк-RJBP-808,17-11-2011,23:52:18,успешно,нет,0.0
юр. лицо,получение средств,4518.86,безналичный,Гродно,Белинвестбанк-EPWX-886,04-10-2009,09:37:07,успешно,нет,0.0
физ. лицо,получение средств,1113.0,наличный,Могилев,Белинвестбанк-SFOS-969,13-08-2000,15:33:34,успешно,нет,0.0
физ. лицо,списание средств,908.15,наличный,Витебск,Белинвестбанк-NOHD-954,03-12-2009,08:47:20,неправильный ввод пин-кода,да,84.29
физ. лицо,получение средств,1800.75,наличный,Гомель,Белинвестбанк-SBXG-853,27-04-2022,03:59:04,успешно,нет,0.0
юр. лицо,списание средств,4563.97,наличный,Гродно,Белинвестбанк-WTUD-884,31-01-2019,20:51:18,недостаточно средств,нет,0.0
физ. лицо,получение средств,76.41,наличный,Минск,Белинвестбанк-DWAF-067,03-04-2014,03:48:45,успешно,нет,0.0
физ. лицо,получение средств,4307.24,наличный,Витебск,Белинвестбанк-YGIL-202,30-08-2020,11:57:04,успешно,нет,0.0
юр. лицо,получение средств,4796.39,безналичный,Брест,Белинвестбанк-XRCH-221,07-04-2000,10:08:09,успешно,нет,0.0
юр. лицо,списание средств,2031.61,наличный,Витебск,Белинвестбанк-UQFP-194,30-10-2010,10:05:33,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,865.2,безналичный,Брест,Белинвестбанк-DMDW-543,07-06-2023,09:36:06,успешно,нет,0.0
физ. лицо,получение средств,2432.71,безналичный,Гомель,Белинвестбанк-WHYO-122,24-03-2009,02:13:13,успешно,нет,0.0
физ. лицо,списание средств,1024.87,безналичный,Гомель,Белинвестбанк-KWLB-145,26-08-2011,01:26:28,недостаточно средств,нет,0.0
физ. лицо,получение средств,1362.24,безналичный,Гомель,Белинвестбанк-VDOF-762,01-04-2010,06:47:45,успешно,нет,0.0
физ. лицо,получение средств,765.44,безналичный,Могилев,Белинвестбанк-XRBC-275,05-03-2023,19:39:52,успешно,нет,0.0
физ. лицо,получение средств,250.79,наличный,Брест,Белинвестбанк-ZRFE-537,14-01-2007,11:47:20,успешно,нет,0.0
физ. лицо,получение средств,131.43,безналичный,Брест,Белинвестбанк-LLJX-318,21-01-2019,20:04:26,успешно,нет,0.0
физ. лицо,списание средств,2587.0,наличный,Брест,Белинвестбанк-YWEP-408,24-02-2004,12:21:30,успешно,да,212.51
физ. лицо,получение средств,1614.72,безналичный,Гродно,Белинвестбанк-PYEW-336,04-11-2017,14:56:35,успешно,нет,0.0
физ. лицо,получение средств,3204.29,безналичный,Витебск,Белинвестбанк-SQEX-740,15-03-2009,03:29:48,успешно,нет,0.0
юр. лицо,списание средств,1613.19,наличный,Гродно,Белинвестбанк-VXFM-246,04-11-2016,16:21:15,неправильный ввод пин-кода,да,148.95
физ. лицо,списание средств,2239.2,безналичный,Минск,Белинвестбанк-GUMM-156,22-05-2011,23:51:12,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1685.51,безналичный,Брест,Белинвестбанк-GKTD-734,28-04-2002,11:39:39,успешно,нет,0.0
физ. лицо,получение средств,2405.22,безналичный,Витебск,Белинвестбанк-RFXN-315,12-03-2016,10:23:30,успешно,нет,0.0
юр. лицо,получение средств,3941.91,безналичный,Минск,Белинвестбанк-CTLB-692,15-03-2016,09:45:37,успешно,нет,0.0
юр. лицо,списание средств,974.02,безналичный,Витебск,Белинвестбанк-XCFX-175,17-12-2005,11:13:40,успешно,да,11.45
юр. лицо,получение средств,1615.66,безналичный,Минск,Белинвестбанк-VLXK-313,04-01-2017,20:10:49,успешно,нет,0.0
юр. лицо,списание средств,4555.81,наличный,Минск,Белинвестбанк-VNWJ-511,12-04-2022,09:47:44,успешно,да,401.72
физ. лицо,получение средств,2359.57,наличный,Гродно,Белинвестбанк-KDWZ-713,02-01-2004,20:01:31,успешно,нет,0.0
физ. лицо,списание средств,4890.5,безналичный,Минск,Белинвестбанк-SAXR-830,23-04-2006,18:54:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,518.34,наличный,Гомель,Белинвестбанк-INGC-991,22-07-2009,12:27:48,успешно,нет,0.0
юр. лицо,получение средств,4102.92,наличный,Гомель,Белинвестбанк-ROVO-214,05-05-2011,08:22:29,успешно,нет,0.0
юр. лицо,получение средств,4101.69,наличный,Могилев,Белинвестбанк-MCSY-000,10-05-2015,08:49:54,успешно,нет,0.0
юр. лицо,списание средств,4555.29,безналичный,Витебск,Белинвестбанк-UAVN-539,25-11-2018,04:30:02,успешно,да,249.88
юр. лицо,получение средств,301.55,безналичный,Гродно,Белинвестбанк-BTJX-157,23-06-2006,04:46:31,успешно,нет,0.0
юр. лицо,списание средств,4165.34,безналичный,Гродно,Белинвестбанк-DIZB-228,14-11-2009,05:23:22,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4311.11,наличный,Брест,Белинвестбанк-KSAO-669,18-03-2006,22:51:40,успешно,нет,0.0
физ. лицо,списание средств,2551.87,безналичный,Гомель,Белинвестбанк-WAOT-904,25-03-2012,08:28:36,недостаточно средств,нет,0.0
юр. лицо,списание средств,2553.46,безналичный,Брест,Белинвестбанк-LTWG-370,24-11-2000,20:25:44,успешно,нет,0.0
юр. лицо,списание средств,2301.29,наличный,Витебск,Белинвестбанк-ZOHZ-041,09-10-2009,12:58:27,недостаточно средств,нет,0.0
юр. лицо,списание средств,4532.54,наличный,Витебск,Белинвестбанк-VMTL-687,01-01-2022,04:11:48,успешно,да,298.24
физ. лицо,списание средств,3949.58,безналичный,Гомель,Белинвестбанк-AWYG-349,12-07-2004,08:09:39,неправильный ввод пин-кода,да,182.26
физ. лицо,получение средств,2443.0,безналичный,Гомель,Белинвестбанк-MUVM-638,19-10-2000,17:22:29,успешно,нет,0.0
физ. лицо,списание средств,3942.85,безналичный,Гомель,Белинвестбанк-YCIX-628,16-08-2015,08:57:41,недостаточно средств,нет,0.0
физ. лицо,списание средств,79.77,безналичный,Гомель,Белинвестбанк-VUBD-237,27-06-2010,08:10:48,недостаточно средств,нет,0.0
юр. лицо,получение средств,416.92,безналичный,Гродно,Белинвестбанк-ONFH-588,23-06-2005,12:44:43,успешно,нет,0.0
физ. лицо,получение средств,3347.37,безналичный,Могилев,Белинвестбанк-LKMC-221,09-10-2020,21:58:47,успешно,нет,0.0
